"
                    <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                                <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                                from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                                Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                                The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                                or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                "," <a href=""""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"""" target=""""_blank"""">為什麼要宣傳融資?</a> <br/>
                                 <strong>當您宣傳融資時，將提高銷售額。</ strong> <br/> PayPal有助於將瀏覽器轉化為融資買家
                                 來自PayPalCredit®。 您的客戶有更多的時間支付，而你將得到預付費 - 且無需額外的費用。
                                 使用PayPal的免費橫幅廣告，當您的客戶使用PayPal結帳時，您可以將PayPalCredit®融資作為付款選項。
                                 PayPal廣告計劃已顯示產生額外的購買，以及增加消費者的平均購買規模15%
                                 或者更多。 <a href=""""https:/financing.paypal.com/ppfinportal/content/forrester"""" target=""""_blank"""">查看詳情</a>。",module,Magento_Paypal
"
                    <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                            <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                            from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                            Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                            The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                            or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                "," <a href=""""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"""" target=""""_blank"""">為什麼要宣傳融資?</a> <br/>
                             <strong>當您宣傳融資時，將提高銷售額。</ strong> <br/> PayPal有助於將瀏覽器轉化為融資買家
                             來自PayPalCredit®。 您的客戶有更多的時間支付，而你將得到預付費 - 且無需額外的費用。
                             使用PayPal的免費橫幅廣告，當您的客戶使用PayPal結帳時，您可以將PayPalCredit®融資作為付款選項。
                             PayPal廣告計劃已顯示產生額外的購買，以及增加消費者的平均購買規模15%
                             或者更多。 <a href=""""https:/financing.paypal.com/ppfinportal/content/forrester"""" target=""""_blank"""">查看詳情</a>。",module,Magento_Paypal
"
                    <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                        <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                        from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                        Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                        The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                        or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                "," <a href=""""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"""" target=""""_blank"""">為什麼要宣傳融資?</a> <br/>
                         <strong>當您宣傳融資時，將提高銷售額。</ strong> <br/> PayPal有助於將瀏覽器轉化為融資買家
                         來自PayPalCredit®。 您的客戶有更多的時間支付，而你將得到預付費 - 且無需額外的費用。
                         使用PayPal的免費橫幅廣告，當您的客戶使用PayPal結帳時，您可以將PayPalCredit®融資作為付款選項。
                         PayPal廣告計劃已顯示產生額外的購買，以及增加消費者的平均購買規模15%
                         或者更多。 <a href=""""https:/financing.paypal.com/ppfinportal/content/forrester"""" target=""""_blank"""">查看詳情</a>。",module,Magento_Paypal
"
                        <strong style=""color:red"">Warning!</strong> When using Store Code in URLs, in some cases system may not work properly if URLs without Store Codes are specified in the third party services (e.g. PayPal etc.).
                    ",<strong style =“”color:red“”>警告！</ strong>在網址中使用商店代碼時，在某些情況下，如果在第三方服務中指定了沒有商店代碼的網址(例如PayPal等)，系統可能無法正常工作。,module,Magento_Backend
to learn more., 了解更多信息。,module,Magento_Paypal
Example:, 例如:,module,Magento_Checkout
is required., 是必須的。,module,Magento_Dhl
is required., 是必須的。,module,Magento_Fedex
is required., 是必須的。,module,Magento_OfflineShipping
is required., 是必須的。,module,Magento_Ups
is required., 是必須的。,module,Magento_Usps
is not available. You still can process offline actions., 無法使用，但您仍然可以使用離線操作。,module,Magento_Payment
item, 項目,module,Magento_Checkout
items, 項目,module,Magento_Checkout
"
                    PayPal All-in-One Payment Solutions&nbsp;&nbsp;<i>Accept and process credit cards and PayPal payments.</i>
                ",PayPal All-in-one解決方案&nbsp;&nbsp; <i>接受並使用信用卡和PayPal來付款。</ i>,module,Magento_Paypal
-- Please Select --,- 請選擇 -,module,Magento_Backend
-- No Theme --,- 無主題 -,module,Magento_Config
--Please Select--,-- 請選擇 --,module,Magento_Braintree
-- Please Select --,-- 請選擇 --,module,Magento_Catalog
-- Please select --,-- 請選擇 --,module,Magento_Catalog
-- Please Select --,-- 請選擇 --,module,Magento_Cms
-- Please Select --,-- 請選擇 --,module,Magento_Customer
--Please Select--,-- 請選擇 --,module,Magento_Directory
-- Please Select --,-- 請選擇 --,module,Magento_ImportExport
-- Please Select --,-- 請選擇 --,module,Magento_OfflineShipping
--Please Select--,-- 請選擇 --,module,Magento_Payment
-- Please Select --,-- 請選擇 --,module,Magento_Paypal
--Please Select--,-- 請選擇 --,module,Magento_Paypal
-- Please Select --,-- 請選擇 --,module,Magento_Sales
-- Please Select --,-- 請選擇 --,module,Magento_Store
-- Please Select --,-- 請選擇 --,module,Magento_Theme
-- Please Select --,-- 請選擇 --,module,Magento_Widget
-- Please Select a Category --,-- 請選擇一個分類 --,module,Magento_Catalog
-- Please Select Billing Agreement--,-- 請選擇帳單協議 --,module,Magento_Paypal
-- Select --,-- 選擇 --,module,Magento_Bundle
.,.,module,Magento_Config
%1 contains non-numeric characters.,“%1”包含非數字字符。,module,Magento_Customer
%1 contains non-numeric characters.,“%1”包含非數字字符。,module,Magento_Eav
%1 contains non-alphabetic or non-numeric characters.,“%1”包含非字母或非數字字符。,module,Magento_Customer
%1 contains non-alphabetic or non-numeric characters.,“%1”包含非字母或非數字字符。,module,Magento_Eav
%1 contains non-alphabetic characters.,“%1”包含非字母字符。,module,Magento_Customer
%1 contains non-alphabetic characters.,“%1”包含非字母字符。,module,Magento_Eav
%1 does not fit the entered date format.,“%1”不符合輸入的日期格式。,module,Magento_Customer
%1 does not fit the entered date format.,“%1”不符合輸入的日期格式。,module,Magento_Eav
%1 cannot contain more than %2 lines.,“%1”不能包含超過%2行。,module,Magento_Eav
%1 is not a valid file.,“%1”不是有效的檔案。,module,Magento_Customer
%1 is not a valid file.,“%1”不是有效的檔案。,module,Magento_Eav
%1 is not a valid file extension.,“%1”不是有效的檔案擴件。,module,Magento_Customer
%1 is not a valid file extension.,“%1”不是有效的檔案擴件。,module,Magento_Eav
%1 is not a valid email address.,“%1”不是有效的電子郵件地址。,module,Magento_Customer
%1 is not a valid email address.,“%1”不是有效的電子郵件地址。,module,Magento_Eav
%1 is not a valid date.,“%1”不是有效的日期。,module,Magento_Customer
%1 is not a valid date.,“%1”不是有效的日期。,module,Magento_Eav
%1 is not a valid image format,“%1”不是有效的圖片格式,module,Magento_Eav
%1 is not a valid image format.,“%1”不是有效的圖片格式。,module,Magento_Customer
%1 is not a valid URL.,“%1”不是有效的網址。,module,Magento_Customer
%1 is not a valid URL.,“%1”不是有效的網址。,module,Magento_Eav
%1 is not a valid hostname.,“%1”不是有效的主機名。,module,Magento_Customer
%1 is not a valid hostname.,“%1”不是有效的主機名。,module,Magento_Eav
%1 exceeds the allowed file size.,“%1”超出允許的檔案大小。,module,Magento_Eav
%1 exceeds the allowed file size.,“%1”超過允許的檔案大小。,module,Magento_Customer
%1 height exceeds allowed value of %2 px.,“%1”高度超過允許的%2 px值。,module,Magento_Customer
%1 height exceeds allowed value of %2 px.,“%1”高度超過允許的%2 px值。,module,Magento_Eav
%1 width exceeds allowed value of %2 px.,“%1”寬度超過允許的值%2 px。,module,Magento_Customer
%1 width exceeds allowed value of %2 px.,“%1”寬度超過允許的值%2 px。,module,Magento_Eav
%1 uses too many characters.,“%1”使用太多字符。,module,Magento_Customer
%1 uses too many characters.,“%1”使用太多字符。,module,Magento_Eav
%1 is a required value.,“%1”是必需值。,module,Magento_Customer
%1 is a required value.,“%1”是必需值。,module,Magento_Eav
%1 is an empty string.,“%1”是一個空字符串。,module,Magento_Customer
%1 is an empty string.,“%1”是一個空字符串。,module,Magento_Eav
%1 invalid type entered.,“%1”輸入的類型無效。,module,Magento_Customer
%1 invalid type entered.,“%1”輸入的類型無效。,module,Magento_Eav
%1 coupon code is not valid.,“%1”優惠券代碼無效。,module,Magento_Sales
The maximum allowed image size for '%1' is %2x%3 px.,“%1”允許的最大圖片大小為 %2x%3 px。,module,Magento_Catalog
%1 length must be equal or greater than %2 characters.,“%1”長度必須等於或大於%2個字符。,module,Magento_Customer
%1 length must be equal or greater than %2 characters.,“%1”長度必須等於或大於%2個字符。,module,Magento_Eav
%1 length must be equal or less than %2 characters.,“%1”長度必須等於或小於%2個字符。,module,Magento_Customer
%1 length must be equal or less than %2 characters.,“%1”長度必須等於或小於%2個字符。,module,Magento_Eav
The file '%1' for '%2' has an invalid extension.,“%2”的檔案“%1”有無效的插件。,module,Magento_Catalog
Value for 'price' sub attribute in 'store' attribute contains incorrect value,“商店”屬性中的“價格”子屬性的值包含不正確的值,module,Magento_CatalogImportExport
The text of the link to the My Account &gt; Order by SKU page,“我的帳戶” &gt的鏈接文字;按SKU排序,module,Magento_Widget
"Need a New Relic account? <a href=http://www.newrelic.com/magento"" target=""_blank"">Click here to get one","“需要一個New Relic的帳戶?<a href=""http://www.newrelic.com/magento"" target=""_blank"">請點擊這裡",module,Magento_NewRelicReporting
The Billing Agreement status is not set.,“帳單協議”狀態未設置。,module,Magento_Paypal
Value for 'maximum characters' sub attribute in 'custom_options' attribute contains incorrect value,“自訂選項”屬性中“最大字符數”子屬性的值包含不正確的值,module,Magento_CatalogImportExport
Value for 'price' sub attribute in 'custom_options' attribute contains incorrect value,“自訂選項”屬性中的“價格”子屬性的值包含不正確的值,module,Magento_CatalogImportExport
Value for 'value price' sub attribute in 'custom_options' attribute contains incorrect value,“自訂選項”屬性中的“價格值”子屬性的值包含不正確的值,module,Magento_CatalogImportExport
Value for 'sort order' sub attribute in 'custom_options' attribute contains incorrect value,“自訂選項”屬性中的“排序”子屬性的值包含不正確的值,module,Magento_CatalogImportExport
"IPs access list separated with ',' that can purge Varnish configuration for config file generation.
                            If field is empty default value localhost will be saved.","“IPs訪問列表用','來分隔，可以清除檔案內的Varnish配置。如果欄位為空，將會使用預設值localhost來保存。",module,Magento_PageCache
"PayPal Express Checkout lets you give customers access to financing through PayPal Credit&#174; - at no additional cost to you.
                        You get paid up front, even though customers have more time to pay. A pre-integrated payment button lets customers pay quickly with PayPal Credit&#174;.
                        <a href=""https:/www.paypal.com/webapps/mpp/promotional-financing"" target=""_blank"">Learn More</a>
                ","“PayPal Express Checkout允許您通過PayPalCredit®為客戶提供融資，且無需額外付費。
                         你得到報酬，即使客戶有更多的時間支付。 通過預先集成的付款按鈕，客戶可以使用PayPalCredit®快速付款。
                         <a href=""""https:/www.paypal.com/webapps/mpp/promotional-financing"""" target=""""_blank"""">了解詳情</a>",module,Magento_Paypal
(Copy data from: %1),(複製，從:%1),module,Magento_Catalog
(Incl. Tax),(含稅),module,Magento_Tax
(Excl. Tax),(未稅),module,Magento_Tax
[GLOBAL],[全球],module,Magento_Catalog
[GLOBAL],[全球],module,Magento_Config
[GLOBAL],[全球],module,Magento_Downloadable
[STORE VIEW],[商店介面],module,Magento_Catalog
[STORE VIEW],[商店介面],module,Magento_Config
[STORE VIEW],[商店介面],module,Magento_Downloadable
[WEBSITE],[網站],module,Magento_Catalog
[WEBSITE],[網站],module,Magento_Config
[deleted],[已刪除],module,Magento_Backend
[ deleted ],[已刪除],module,Magento_Backend
[deleted],[已刪除],module,Magento_Sales
{size},{大小},module,Magento_Catalog
{size},{大小},module,Magento_ConfigurableProduct
{size},{大小},module,Magento_ProductVideo
{width}^{height} px,{寬}^{高} px,module,Magento_Catalog
{width}^{height} px,{寬}^{高} px,module,Magento_ConfigurableProduct
{width}^{height} px,{寬}^{高} px,module,Magento_ProductVideo
* - Enter custom price excluding tax,* - 輸入不含稅的自訂價格,module,Magento_Sales
* - Enter custom price including tax,* - 輸入含稅的自訂價格,module,Magento_Sales
*' - matches any; 'xyz*' - matches any that begins on 'xyz' and are not longer than %1.,*' - 允許任何; 'xyz*' - 允許任何以“xyz”開頭且長度不長於 %1。,module,Magento_Tax
* Required Fields,*必填,module,Magento_Bundle
* Required Fields,*必填,module,Magento_Catalog
* Required Fields,*必填,module,Magento_Contact
* Required Fields,*必填,module,Magento_Customer
* Required Fields,*必填,module,Magento_Review
* Required Fields,*必填,module,Magento_SendFriend
* Required Fields,*必填,module,Magento_Wishlist
&nbsp;,&nbsp;,module,Magento_Braintree
# of Items vs. Destination,# 商品數量 vs. 地點,module,Magento_OfflineShipping
# of Items (and above),# 商品項目(含以上),module,Magento_OfflineShipping
New Memo for #%1,#%1的新備忘錄,module,Magento_Sales
%1 - Discounts and Coupons,"%1  - 折扣和優惠券
",module,Magento_SalesRule
%1 - %2,%1 - %2,module,Magento_Catalog
%1 - %2,%1 - %2,module,Magento_CatalogSearch
%1 - Special Products,"%1 - 指定商品
",module,Magento_Catalog
%1 (Default),%1 (預設值),module,Magento_Config
%1 / %2 rate:,%1 / %2 比率:,module,Magento_Sales
%1 %2,%1 %2,module,Magento_Review
%1 <span>x</span> %2 <span>px.</span>,%1 <span>x</span> %2 <span>px.</span>,module,Magento_Catalog
%1 doesn't extend \Magento\Catalog\Model\ResourceModel\Product\Indexer\Price\DefaultPrice,%1 不擴展 \Magento\Catalog\Model\ResourceModel\Product\Indexer\Price\DefaultPrice,module,Magento_Catalog
%1 doesn't extend \Magento\Checkout\CustomerData\ItemInterface,%1 不擴展 \Magento\Checkout\CustomerData\ItemInterface,module,Magento_Checkout
%1 doesn't extend \Magento\Customer\CustomerData\SectionSourceInterface,%1 不擴展 \Magento\Customer\CustomerData\SectionSourceInterface,module,Magento_Customer
%1 doesn't extend \Magento\Framework\Filter\Template,%1 不擴展 \Magento\Framework\Filter\Template,module,Magento_Catalog
%1 doesn't extends \Magento\Framework\Model\AbstractModel,%1 不擴展 \Magento\Framework\Model\AbstractModel,module,Magento_Catalog
Ordered amount of %1,%1 的訂單金額,module,Magento_Paypal
Ordered amount of %1,%1 的訂單金額,module,Magento_Sales
%1 Review(s),%1 評論,module,Magento_Review
%1 doesn't extends \Magento\Catalog\Model\Layer\Filter\AbstractFilter,%1 無法擴展 \Magento\Catalog\Model\Layer\Filter\AbstractFilter,module,Magento_Catalog
%1 doesn't extend \Magento\Catalog\Model\Layer\Filter\Dynamic\AlgorithmInterface,%1 無法擴展 \Magento\Catalog\Model\Layer\Filter\Dynamic\AlgorithmInterface,module,Magento_Catalog
%1 doesn't extends \Magento\Catalog\Model\Product\Option\Type\DefaultType,%1 無法擴展 \Magento\Catalog\Model\Product\Option\Type\DefaultType,module,Magento_Catalog
%1 doesn't extends \Magento\Catalog\Model\Product\Type\AbstractType,%1 無法擴展 \Magento\Catalog\Model\Product\Type\AbstractType,module,Magento_Catalog
%1 doesn't extends \Magento\Catalog\Model\Product\Type\Price,%1 無法擴展 \Magento\Catalog\Model\Product\Type\Price,module,Magento_Catalog
%1 class doesn't implement \Magento\Payment\Model\MethodInterface,%1 種類無法執行 \Magento\Payment\Model\MethodInterface,module,Magento_Payment
"%1 for ""%2"".","%1 for ""%2"".",module,Magento_Wishlist
%1 for %2,%1 for %2,module,Magento_Sales
%1 x %2,%1 x %2,module,Magento_Bundle
%1' file extension is not supported,%1' 不支援檔案擴件,module,Magento_ImportExport
%1 does not contain field '%2',"%1不包含欄位'%2'
",module,Magento_Theme
%1 does not contain field 'file',"%1不包含欄位'檔案'
",module,Magento_Theme
%1 is not a correct comparison method.,%1不是正確的比較方法。,module,Magento_CatalogInventory
Size for %1,%1的大小,module,Magento_Catalog
The ordering amount of %1 is pending approval on the payment gateway.,%1的訂單金額正在等待金流廠商上的確認。,module,Magento_Paypal
The order amount of %1 is pending approval on the payment gateway.,%1的訂單金額正在等待金流廠商上的確認。,module,Magento_Sales
Watermark File for %1,%1的浮水印檔案,module,Magento_Catalog
Position of Watermark for %1,%1的浮水印位置,module,Magento_Catalog
Copy of %1,%1的副本,module,Magento_Theme
Authorized amount of %1,%1的授權金額,module,Magento_Sales
The behavior token for %1 is invalid.,%1的行為token無效。,module,Magento_ImportExport
%1's Wishlist,%1的願望清單,module,Magento_Wishlist
%1's Wish List,%1的願望清單,module,Magento_Wishlist
%1 order(s) were not put on hold.,%1訂單被保留。,module,Magento_Sales
%1 order(s) cannot be canceled.,%1訂單不能被取消。,module,Magento_Sales
%1 order(s) were not released from on hold status.,%1訂單沒有從保留狀態的釋放。,module,Magento_Sales
%1 order(s) have been released from on hold status.,%1訂單已經從保持狀態的釋放。,module,Magento_Sales
"%1 indexer(s) are in ""Update by Schedule"" mode.",%1個索引器位於“按排程更新”模式。,module,Magento_Indexer
"%1 indexer(s) are in ""Update on Save"" mode.",%1個索引器位於“保存時更新”模式。,module,Magento_Indexer
%1 An empty value is allowed as well.,"%1空值也是被允許的。
",module,Magento_Config
%1 cache type(s) disabled.,"%1快取類型關閉。
",module,Magento_Backend
%1 cache type(s) enabled.,"%1快取類型啟用。
",module,Magento_Backend
%1 cache type(s) refreshed.,"%1快取類型刷新。
",module,Magento_Backend
%1 product(s) have been added to shopping cart: %2.,%1商品已被新增到購物車:%2。,module,Magento_Wishlist
Search synonyms are not supported by the %1 search engine. Any synonyms you enter won't be used.,%1搜索引擎不支持搜索同義詞。您輸入的任何同義詞將不會使用。,module,Magento_Search
%1 index is locked by another reindex process. Skipping.,%1索引被另一個重新索引程序給鎖定。 省略。,module,Magento_Indexer
%1 Item,%1項,module,Magento_Catalog
%1 items,共%1項,module,Magento_Catalog
%1 Items,共%1項,module,Magento_Catalog
%1 Item,%1項,module,Magento_Theme
%1 items,共%1項,module,Magento_Wishlist
%1 Item(s),共%1項目,module,Magento_Theme
%1 is available to buy in increments of %2,%1需要使用%2為增量購買單位,module,Magento_CatalogInventory
%1 has been added to your Wish List.,%1已被新增到您的願望清單中。,module,Magento_Wishlist
%1 has reached a quantity of %2.,%1已達到%2的數量。,module,Magento_Catalog
%1 was updated in your shopping cart.,%1已更新在您的購物車。,module,Magento_Checkout
%1 has been moved to your wish list.,%1已移至您的願望清單。,module,Magento_Wishlist
%1 has been updated in your Wish List.,%1已在您的願望願單中更新。,module,Magento_Wishlist
%1 coupon(s) have been generated.,"%1優惠券已生成。
",module,Magento_SalesRule
%1 with %2 discount each,%1與%2每個折扣,module,Magento_Sales
%1 and greater,"%1與更多
",module,Magento_CatalogSearch
%customer_name wants to share this Wish List from %store_name with you:,%customer_name 想和你分享這個願望清單，從 %store_name :,module,Magento_Wishlist
"%customer_name,","%customer_name,
",theme,frontend/Magento/luma
"%customer_name,","%customer_name,
",module,Magento_Sales
%fieldName is a required field.,"%fieldName 是必填欄位。
",module,Magento_Bundle
%fieldName is a required field.,"%fieldName 是必填欄位。
",module,Magento_Customer
%fieldName is a required field.,"%fieldName 是必填欄位。
",module,Magento_Integration
%fieldName is a required field.,"%fieldName 是必填欄位。
",module,Magento_Tax
"%name,","%name,
",theme,frontend/Magento/luma
"%name,","%name,
",module,Magento_Customer
"%name,","%name,
",module,Magento_ProductAlert
"%name,","%name,
",module,Magento_Sales
"%name,","%name,
",module,Magento_SendFriend
"%name,","%name,
",module,Magento_Theme
"%name,","%name,
",module,Magento_User
%sender_name wants to share this product with you:,%sender_name 希望與您分享此商品:,module,Magento_SendFriend
Credit memo for your %store_name order,%store_name 的退貨,theme,frontend/Magento/luma
Credit memo for your %store_name order,%store_name 的退貨,module,Magento_Sales
The %templateName contains an incorrect configuration. The template has a reference to itself. Either remove or change the reference.,%templateName包含不正確的配置。該模板有自己的引用。請刪除或更改引用。,module,Magento_Theme
New %changes for %user_name,%user_name 的新 %changes,module,Magento_User
%value%' does not look like a valid local network name.,%value%' 看起來不像一個有效的本地網絡名稱。,module,Magento_Customer
%value%' does not look like a valid local network name.,%value%' 看起來不像一個有效的本地網絡名稱。,module,Magento_Eav
"%value%' looks like a local network name, which is not an acceptable format.","%value%' 看起來像本地網絡的名稱，這是一個不可以接受的格式。
",module,Magento_Customer
"%value%' looks like a local network name, which is not an acceptable format.","%value%' 看起來像本地網絡的名稱，這是一個不可以接受的格式。
",module,Magento_Eav
%value%' looks like a DNS hostname but contains a dash in an invalid position.,"%value%' 看起來像一個DNS主機名，但包含一個無效的""-""符號在錯誤的位置。
",module,Magento_Customer
%value%' looks like a DNS hostname but contains a dash in an invalid position.,"%value%' 看起來像一個DNS主機名，但包含一個無效的""-""符號在錯誤的位置。
",module,Magento_Eav
%value%' looks like a DNS hostname but we cannot match it against the hostname schema for TLD '%tld%'.,"%value%' 看起來像一個DNS主機名，但我們不能匹配主機的頂級域名'%tld%“。
",module,Magento_Customer
%value%' looks like a DNS hostname but we cannot match it against the hostname schema for TLD '%tld%'.,"%value%' 看起來像一個DNS主機名，但我們不能匹配主機的頂級域名'%tld%“。
",module,Magento_Eav
%value%' looks like a DNS hostname but we cannot match the TLD against known list.,"%value%' 看起來像一個DNS主機名，但我們不能與名單上的頂級域名進行匹配。
",module,Magento_Customer
%value%' looks like a DNS hostname but we cannot match the TLD against known list.,"%value%' 看起來像一個DNS主機名，但我們不能與名單上的頂級域名進行匹配。
",module,Magento_Eav
%value%' looks like a DNS hostname but cannot extract TLD part.,"%value%' 看起來像一個DNS主機名，但無法讀取頂級域名。
",module,Magento_Customer
%value%' looks like a DNS hostname but cannot extract TLD part.,"%value%' 看起來像一個DNS主機名，但無法讀取頂級域名。
",module,Magento_Eav
"%value%' looks like an IP address, which is not an acceptable format.","%value%' 看起來像IP地址，這是一個不可以接受的格式。
",module,Magento_Customer
"%value%' looks like an IP address, which is not an acceptable format.","%value%' 看起來像IP地址，這是一個不可以接受的格式。
",module,Magento_Eav
"%value%' appears to be a DNS hostname, but the given punycode notation cannot be decoded.",%value%' 似乎是DNS主機名，但給予的punycode符號無法識別。,module,Magento_Customer
"%value%' appears to be a DNS hostname, but the given punycode notation cannot be decoded.",%value%' 似乎是DNS主機名，但給予的punycode符號無法識別。,module,Magento_Eav
"
                        <a href=""http://www.magentocommerce.com/paypal"">Start accepting payments via PayPal!</a>
                    ","<a href=""""http://www.magentocommerce.com/paypal"""">開始通過PayPal接受付款！</a>",module,Magento_Paypal
"
                    <a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                                            <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                                            from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                                            Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                                            The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                                            or more. <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                ","<a href=""""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"""" target=""""_blank"""">為什麼要宣傳融資?</a> <br/>
                                            <strong>當您宣傳融資時，將提高銷售額。</ strong> <br/> PayPal有助於將瀏覽器轉化為融資買家
                                            來自PayPalCredit®。您的客戶有更多的時間支付，而你將得到預付費 - 且無需額外的費用。
                                            使用PayPal的免費橫幅廣告，當您的客戶使用PayPal結帳時，您可以將PayPalCredit®融資作為付款選項。
                                            PayPal廣告計劃已顯示產生額外的購買，以及增加消費者的平均購買規模15%
                                            或者更多。 <a href=""""https://financing.paypal.com/ppfinportal/content/forrester"""" target=""""_blank"""">查看詳情</a>。",module,Magento_Paypal
"<a href=""%1"" onclick=""this.target='_blank'"" class=""print"">Print receipt</a>","<a href=""%1"" onclick=""this.target='_blank'"" class=""print"">列印收據</a>",module,Magento_Checkout
"<a href=""%1"" onclick=""this.target='blank'"">%2 %3</a> <a href=""mailto:%4"">(%4)</a>","<a href=""%1"" onclick=""this.target='blank'"">%2 %3</a> <a href=""mailto:%4"">(%4)</a>",module,Magento_Review
"<a href=""%1"">Learn more</a>.","<a href=""%1"">了解詳情</a>。",module,Magento_Cookie
